best,mean
3960,3960.0
1884,3120.72
1880,2058.88
1880,2036.08
1880,2026.24
1872,2026.4
1864,2021.36
1864,2016.72
1864,2026.32
1864,2028.08
1864,2014.72
1864,2016.8
1864,2019.84
1864,2014.56
1864,2020.48
1864,2014.24
1864,2022.48
1864,2012.72
1864,2014.16
1864,2025.04
1864,2017.92
1864,2012.0
1864,2017.04
1864,2018.08
1864,2021.44
1864,2016.24
1864,2013.52
1864,2006.56
1864,2021.76
1864,2003.76
1864,2016.32
1864,2011.76
1864,2012.08
1864,2008.64
1864,2008.64
1864,2008.24
1864,2014.0
1864,2014.4
1864,2019.36
1848,2002.96
1848,2006.72
1848,2013.52
1848,2010.16
1848,2009.44
1848,2007.52
1848,2009.52
1848,2006.48
1848,2012.72
1848,2008.08
1848,2013.68
1848,2011.28
1258,1685.88
1244,1381.4
1244,1358.8
1244,1350.8
1244,1349.48
1244,1349.04
1244,1355.0
1244,1354.6
1242,1353.12
1242,1347.56
1242,1347.56
1232,1338.6
1232,1338.76
1232,1344.6
1228,1346.08
1228,1337.12
1228,1341.0
1228,1335.52
1208,1333.32
1208,1332.72
1208,1330.08
1208,1333.8
1208,1332.6
1208,1323.88
1208,1326.2
1208,1326.76
1208,1334.48
1208,1320.08
1208,1323.4
1190,1326.84
1190,1326.6
1190,1326.0
1190,1327.52
1190,1322.8
1190,1321.16
1190,1327.12
1190,1326.32
1190,1336.2
1190,1324.32
1190,1326.64
1190,1333.4
1190,1324.48
1190,1322.28
1190,1330.32
1190,1320.96
1190,1324.96
1190,1318.2
1190,1321.48
1190,1320.48
1190,1321.44
916,1161.52
912,1037.84
912,1013.72
912,1011.12
912,1013.96
912,1002.8
912,998.48
912,1002.84
884,1006.8
884,990.76
884,992.04
884,992.92
884,1001.52
884,986.24
884,1002.84
884,986.2
884,990.16
884,988.92
884,983.6
884,989.24
884,986.36
884,988.8
884,988.28
884,986.4
884,982.2
884,988.16
884,984.56
884,984.48
884,985.2
884,983.44
874,974.68
874,980.16
874,984.12
874,983.6
874,976.2
874,988.88
874,984.2
874,979.04
874,976.2
874,981.4
874,991.56
874,982.64
874,974.44
874,974.0
874,975.68
874,975.08
874,971.76
874,976.48
874,976.88
874,986.48
740,884.0
724,828.52
724,810.32
724,808.44
724,805.44
724,804.44
716,796.36
716,794.44
716,797.52
714,792.96
714,793.68
714,790.48
714,794.28
714,790.92
714,787.28
714,783.88
714,789.76
712,785.48
702,788.56
702,786.08
702,784.88
702,782.68
702,788.16
702,786.68
702,785.84
702,782.36
702,779.8
702,786.48
702,782.36
702,784.28
702,779.84
702,779.64
702,782.12
702,774.24
702,783.92
682,779.84
682,781.8
682,782.12
682,779.52
682,779.28
682,777.8
682,776.44
682,778.12
682,774.2
682,781.0
682,783.16
682,778.96
682,779.68
682,775.76
682,779.16
594,706.92
594,684.52
594,673.68
594,672.76
594,668.92
590,657.4
590,661.68
582,665.8
582,652.76
562,659.04
562,657.68
562,653.2
562,655.04
562,650.0
562,647.92
562,651.8
562,659.56
562,655.32
562,653.4
562,655.52
562,649.76
562,652.24
562,645.52
562,652.2
562,647.12
562,646.4
562,644.16
562,651.12
562,655.36
562,653.24
556,642.12
556,649.92
556,648.8
556,649.48
556,648.96
556,642.48
556,638.52
556,648.12
556,647.84
556,645.96
556,642.72
556,646.32
556,641.08
556,641.28
556,641.32
556,638.6
556,638.28
556,643.6
556,640.56
556,644.68
502,588.24
494,576.6
494,571.96
462,564.88
462,558.36
462,564.04
462,552.92
462,558.24
462,563.24
462,556.36
462,557.0
462,555.84
462,556.68
462,560.76
462,552.6
462,552.76
462,555.4
462,548.36
462,553.96
462,551.84
462,547.44
462,554.28
462,552.56
462,553.44
462,555.12
462,553.72
462,552.24
462,548.4
462,554.6
462,550.8
462,549.76
462,550.52
460,548.88
460,552.32
460,549.4
460,553.2
460,547.48
460,545.8
460,550.12
460,548.04
460,553.04
460,549.88
460,549.96
460,544.12
460,545.4
460,548.76
460,547.64
460,551.16
460,546.72
460,545.12
448,508.96
422,500.12
422,503.36
422,498.28
422,497.68
422,492.36
422,495.72
408,491.04
408,489.6
408,487.84
408,489.04
408,488.52
408,481.16
408,485.04
408,481.6
408,484.48
408,483.68
408,482.24
408,487.92
408,486.76
408,481.24
408,483.88
408,484.84
408,477.92
408,480.04
408,484.4
408,483.72
408,487.36
408,477.44
408,486.04
408,479.08
408,474.8
408,477.52
408,484.72
408,479.48
408,479.92
408,475.4
408,475.88
408,477.56
408,477.6
408,483.0
408,479.0
408,484.84
408,473.72
408,471.6
408,479.16
408,479.48
408,473.96
408,478.4
408,479.56
368,448.6
368,440.92
368,441.4
368,440.0
368,445.24
368,437.72
368,434.48
368,432.72
368,435.96
368,431.48
352,431.88
352,431.52
352,430.04
352,429.68
352,432.84
352,432.4
352,426.0
352,434.16
352,428.28
352,428.32
352,424.56
352,426.16
352,424.72
352,424.24
352,424.08
352,423.16
352,419.36
352,423.68
352,420.2
352,417.8
352,423.2
348,418.6
348,415.76
348,418.96
348,424.96
348,422.96
348,418.44
348,416.88
348,415.68
348,419.88
348,416.2
348,416.68
348,420.0
348,413.64
348,416.48
348,420.72
348,422.4
348,413.76
348,421.8
348,414.32
348,394.96
348,390.92
334,391.16
334,390.64
334,392.68
334,393.08
330,392.48
330,388.92
330,389.4
330,393.84
330,390.0
330,389.08
330,385.6
330,389.52
326,385.12
326,384.32
326,384.4
302,386.12
302,384.48
302,382.64
302,384.8
302,382.56
302,380.2
302,384.56
302,379.84
302,380.64
302,381.8
302,385.2
302,373.48
302,379.28
302,384.68
302,376.08
302,376.52
302,379.08
302,371.76
302,368.6
302,373.12
302,377.92
302,372.88
302,374.8
302,371.04
302,375.36
302,376.92
302,374.24
302,372.2
302,371.96
302,374.8
302,371.64
302,373.72
302,378.4
302,355.4
302,356.92
302,357.52
302,356.6
292,357.44
292,353.2
292,349.84
292,348.2
292,348.04
292,347.64
292,347.56
292,355.4
292,348.32
292,345.88
292,349.16
292,347.16
292,347.96
292,345.0
290,347.56
290,344.64
286,341.36
286,344.32
286,348.04
286,343.12
286,344.12
286,345.84
286,339.16
286,345.96
286,345.76
286,348.28
286,344.4
286,347.92
286,340.48
286,343.76
286,342.6
286,338.6
286,338.0
286,339.24
286,339.64
286,341.96
286,340.84
286,340.44
282,339.6
272,334.16
272,337.32
272,342.04
272,336.48
272,335.68
258,338.8
258,337.92
258,322.32
258,320.76
258,321.4
258,320.52
258,318.72
258,316.64
258,317.84
258,317.96
258,320.48
258,313.04
258,317.4
258,318.0
258,319.92
258,314.84
258,317.48
258,313.32
258,314.72
258,314.16
258,310.92
258,312.52
258,309.28
258,319.92
258,314.2
258,310.8
258,308.4
258,315.96
258,310.48
258,312.72
258,313.48
258,312.48
258,310.12
258,313.68
258,310.68
258,310.48
258,308.84
258,310.28
258,308.56
258,308.08
258,311.72
258,311.44
258,310.44
258,309.28
258,309.68
248,310.76
248,309.64
248,303.2
248,309.92
248,306.96
248,306.2
248,302.68
248,298.6
248,294.48
248,291.76
248,292.0
248,290.6
242,292.88
242,295.84
238,290.16
238,292.32
238,297.16
238,287.52
238,289.16
238,292.92
238,292.92
238,286.88
238,290.92
238,287.12
238,292.72
238,288.96
238,290.68
238,289.88
238,287.68
238,290.16
224,289.12
224,281.72
224,287.44
224,285.92
224,283.56
224,283.64
224,287.8
224,285.44
224,286.12
224,286.6
224,291.56
218,280.56
218,284.32
218,288.36
218,283.76
218,282.72
218,285.28
218,283.6
218,283.64
218,283.52
218,287.68
218,286.84
218,283.64
218,282.8
218,283.84
218,283.84
218,286.32
218,270.44
218,269.92
218,269.48
218,268.68
218,271.16
218,269.44
218,269.6
218,269.08
218,268.56
218,268.44
218,265.2
218,267.64
218,266.8
218,270.24
218,270.52
218,267.64
214,260.8
214,260.28
214,261.24
214,267.6
214,264.84
202,263.08
202,263.96
202,258.56
202,262.28
202,260.72
202,259.88
202,258.6
202,256.52
202,260.24
202,258.04
202,261.6
202,258.72
202,261.6
202,255.04
202,260.88
202,257.04
202,257.92
202,259.96
202,262.24
202,259.24
202,263.6
202,258.8
202,258.08
202,258.12
202,261.2
202,257.2
202,260.84
202,260.96
202,258.24
202,251.4
202,249.64
198,248.32
198,248.04
188,245.44
188,248.8
188,248.28
188,246.4
188,246.4
188,242.6
188,245.36
188,241.88
188,240.84
188,242.4
178,247.24
178,242.76
178,243.52
178,240.12
178,243.96
178,241.96
178,241.08
178,240.64
178,243.8
178,241.76
178,243.32
178,240.76
178,240.72
178,237.44
178,238.4
178,237.8
178,241.2
178,241.68
178,243.72
178,242.0
178,237.4
178,241.6
178,237.68
178,239.12
178,239.96
178,239.32
178,239.08
178,239.88
178,240.0
178,235.48
178,240.56
178,239.44
178,240.56
178,241.12
178,238.48
178,235.56
178,227.68
178,229.96
178,228.24
178,228.16
178,224.8
178,230.84
178,233.28
178,229.84
178,228.72
172,225.24
172,228.0
172,227.88
172,226.56
172,228.6
172,226.8
172,222.88
172,227.32
172,222.68
172,219.96
172,226.24
172,222.92
172,223.88
172,224.56
172,226.52
172,227.24
172,225.64
172,224.4
172,227.64
172,227.4
172,226.2
168,223.72
168,224.28
168,226.04
162,224.0
162,222.52
162,221.84
162,220.32
162,226.64
162,223.16
162,224.48
162,223.44
162,216.4
162,225.4
162,225.0
162,220.84
162,220.36
162,222.0
162,219.8
162,223.0
162,222.4
162,213.04
162,212.36
162,215.76
162,213.52
160,213.2
154,217.36
154,210.12
154,213.72
154,209.2
154,212.64
154,214.4
154,208.08
154,205.08
154,210.36
154,211.64
154,208.48
154,211.48
154,208.92
154,209.92
154,212.36
154,211.88
154,209.68
154,210.52
154,204.68
154,204.72
154,209.16
154,207.44
154,203.84
