best,mean
3960,3960.0
1884,3123.92
1884,2050.72
1884,2040.08
1884,2032.64
1884,2032.8
1884,2023.12
1884,2021.68
1884,2029.44
1884,2022.24
1884,2014.64
1884,2019.84
1884,2016.64
1884,2024.0
1884,2012.0
1884,2015.92
1868,2014.0
1868,2019.28
1868,2013.76
1868,2014.64
1860,2006.16
1860,2017.44
1860,2012.08
1860,2013.76
1860,2015.76
1860,2016.64
1860,2008.8
1860,2013.04
1860,2004.48
1860,2015.92
1860,2010.4
1860,2011.12
1860,2010.56
1860,2005.36
1860,2009.12
1860,2011.28
1860,2009.2
1860,2014.08
1860,2012.48
1860,2003.6
1860,2006.24
1860,2014.24
1860,2009.6
1860,2011.52
1860,2002.08
1860,2014.32
1860,2015.28
1860,2001.68
1860,2011.2
1860,2006.48
1860,2004.4
1240,1674.56
1240,1370.72
1240,1357.2
1238,1354.68
1238,1350.0
1230,1346.16
1220,1340.64
1198,1343.56
1198,1331.6
1198,1337.48
1198,1339.0
1198,1332.6
1198,1329.36
1198,1332.88
1198,1327.84
1198,1327.6
1198,1319.92
1198,1322.64
1198,1334.68
1198,1330.16
1198,1327.88
1198,1326.12
1198,1324.44
1198,1327.36
1198,1326.68
1198,1321.8
1198,1324.96
1198,1321.92
1198,1317.28
1198,1317.52
1198,1325.96
1192,1316.8
1192,1324.12
1192,1321.8
1192,1320.2
1192,1318.72
1192,1316.4
1192,1327.32
1192,1330.04
1192,1326.4
1192,1319.68
1192,1314.92
1192,1319.48
1192,1325.36
1192,1316.88
1192,1316.64
1192,1313.76
1192,1316.76
1192,1320.0
1192,1319.28
930,1150.2
910,1023.16
910,1010.2
910,1007.28
910,1001.52
910,1000.72
908,1000.56
908,996.04
906,991.8
896,1000.92
896,990.52
896,996.88
868,992.72
868,992.92
868,988.44
868,987.76
868,983.56
868,978.44
868,983.6
868,987.32
868,979.16
868,986.64
868,982.16
868,981.56
868,984.8
868,983.0
868,979.28
868,983.28
868,983.2
868,989.56
846,980.68
846,981.8
846,980.92
846,978.08
846,975.36
846,975.8
846,977.12
846,977.8
846,985.52
846,981.28
846,975.16
846,976.92
846,974.4
846,977.64
846,975.32
846,972.44
846,979.28
846,973.48
846,976.08
846,980.84
732,880.64
730,818.28
716,805.12
716,797.32
712,790.88
712,798.12
712,795.84
712,795.36
712,793.96
712,792.08
712,791.44
712,784.48
712,792.08
700,790.76
700,789.64
700,790.92
700,790.4
700,791.72
694,790.76
694,785.68
694,779.64
694,788.2
694,789.12
694,790.32
694,789.12
694,785.68
694,781.72
694,777.16
684,789.4
684,778.44
684,782.08
684,772.84
