best,mean
320,320.0
144,252.88
140,165.84
140,161.12
136,158.8
136,156.0
128,157.84
128,158.0
128,154.0
128,155.92
128,156.8
128,156.96
128,153.12
128,154.0
128,155.28
128,154.16
128,155.68
128,155.28
128,154.32
128,152.32
128,154.4
128,153.44
128,153.92
128,154.0
128,154.56
128,153.2
128,154.96
128,153.44
128,151.36
128,154.0
128,151.84
128,153.92
128,151.36
128,154.8
128,152.24
128,153.44
128,152.72
128,152.64
128,151.12
128,154.8
128,152.48
128,153.28
128,152.88
128,152.72
128,153.2
124,154.4
124,152.96
124,151.92
124,152.88
124,152.4
124,153.04
82,126.56
82,110.88
82,103.44
82,103.48
82,100.12
80,101.68
80,99.4
80,101.88
80,103.72
80,101.4
80,101.84
80,103.16
80,101.24
80,98.68
78,99.44
78,101.88
78,99.12
78,102.52
78,99.28
78,98.36
78,99.84
78,98.96
78,99.24
78,100.56
78,99.16
78,98.36
78,98.0
78,100.6
78,99.32
78,97.88
78,99.48
78,100.44
78,98.52
78,97.88
78,97.44
78,101.12
78,97.64
78,98.64
78,98.36
78,98.2
78,97.36
78,98.4
78,98.52
78,100.72
78,97.48
78,98.76
78,97.48
78,97.48
78,99.2
74,98.24
66,85.48
58,83.12
58,78.6
58,75.88
58,77.52
58,75.52
58,77.4
58,74.96
58,75.28
58,76.24
58,74.28
58,73.2
58,72.76
56,70.64
56,73.56
56,72.6
56,73.28
56,72.72
56,73.28
56,73.68
56,71.8
56,72.0
56,72.6
56,73.4
56,71.92
56,70.36
56,71.44
56,72.2
56,72.44
54,70.88
54,70.24
48,70.64
48,70.32
48,71.44
48,71.8
48,72.04
48,68.8
48,71.52
48,69.68
48,72.44
48,71.68
48,71.64
48,71.4
48,70.96
48,70.12
48,71.28
48,70.4
48,70.44
48,70.2
48,70.44
48,64.2
46,61.96
44,61.52
44,60.12
44,60.56
42,58.4
42,58.12
42,58.68
42,58.52
42,61.12
42,58.92
42,57.64
36,55.64
36,57.8
36,56.6
36,57.76
36,58.48
36,56.12
36,57.24
36,56.68
36,56.36
36,58.32
36,56.96
36,56.8
36,55.36
36,55.28
36,57.56
36,55.12
36,56.64
36,58.2
36,54.84
36,56.4
36,57.0
36,55.0
36,56.28
36,57.68
36,53.08
36,57.56
36,55.76
36,54.64
36,54.72
36,55.0
36,54.16
36,54.04
36,56.72
36,55.68
36,52.96
36,55.4
36,53.76
36,53.36
34,50.0
32,49.2
32,49.84
32,47.44
32,49.36
32,48.24
32,46.4
32,46.0
32,48.44
32,48.16
32,47.52
32,46.36
32,46.44
32,48.8
32,46.2
32,47.08
32,46.12
32,45.8
32,46.64
32,47.2
30,45.24
30,44.48
30,43.08
30,45.28
30,46.28
30,45.88
30,44.28
30,47.16
30,45.56
30,45.84
30,44.8
