best,mean
2940,2940.0
1384,2319.24
1384,1515.12
1384,1513.32
1384,1512.04
1384,1500.88
1384,1504.16
1382,1491.24
1382,1498.04
1382,1499.8
1382,1497.12
1382,1492.2
1382,1495.88
1382,1486.48
1382,1493.24
1382,1489.76
1382,1489.88
1382,1493.6
1382,1497.48
1382,1483.68
1382,1493.36
1382,1494.28
1382,1486.24
1382,1490.64
1382,1483.92
1382,1490.6
1382,1490.92
1382,1497.24
1382,1485.96
1382,1490.0
1382,1487.0
1382,1485.04
1382,1489.28
1382,1488.16
1382,1488.68
1382,1493.04
1382,1483.2
1364,1485.32
1364,1484.0
1364,1495.12
1364,1485.96
1364,1487.24
1364,1481.56
1364,1486.72
1364,1483.96
1364,1480.72
1364,1488.32
1364,1484.64
1364,1477.16
1364,1486.68
1364,1490.12
908,1241.2
908,1021.56
908,1004.2
908,1000.8
908,992.84
908,989.32
904,991.36
900,991.36
900,992.32
900,988.08
900,989.76
900,993.32
892,991.76
892,1000.36
892,987.88
892,985.2
892,987.76
892,984.84
892,986.36
892,981.96
892,978.92
892,979.8
892,980.28
892,988.2
892,985.72
892,979.6
892,976.52
892,981.44
888,984.76
888,981.24
888,976.4
888,977.96
888,981.8
888,982.04
888,976.76
888,974.4
888,978.72
888,978.68
888,978.28
888,974.16
888,976.08
888,975.64
864,974.44
864,974.32
864,976.72
864,972.56
864,972.12
864,980.08
864,986.2
864,972.8
676,854.2
664,764.96
664,753.48
664,749.24
662,745.32
662,741.36
662,732.52
662,735.92
662,736.56
662,737.04
662,740.12
662,735.56
662,733.44
662,735.92
658,738.12
658,727.2
654,728.48
654,733.76
654,727.88
654,726.0
654,729.8
654,730.52
654,732.36
654,721.96
654,729.24
654,727.08
654,728.92
654,727.68
654,728.0
654,723.08
642,726.2
642,728.24
642,727.28
642,726.84
642,727.92
642,726.0
642,735.76
642,726.68
642,727.08
642,732.72
642,728.44
642,726.64
642,726.4
642,721.64
642,725.32
642,725.96
642,730.64
642,718.2
640,725.36
640,729.8
524,647.0
524,607.32
524,593.8
524,589.32
522,586.56
522,587.24
522,591.72
522,581.44
522,587.2
522,585.8
522,584.52
522,590.8
506,582.24
506,583.8
506,581.6
506,583.04
506,586.6
506,577.72
506,575.8
506,582.68
506,583.64
506,579.4
506,581.92
506,581.08
506,580.64
506,585.48
486,574.48
486,572.68
486,576.92
486,573.12
486,578.32
486,577.88
486,575.08
486,579.0
486,576.6
486,581.24
486,574.56
486,569.8
486,573.32
486,574.68
486,573.44
486,569.44
486,575.0
486,570.04
486,579.6
486,573.32
486,576.32
486,566.56
486,573.76
486,572.96
468,524.08
408,508.72
408,499.8
408,495.84
408,498.08
408,488.28
408,487.8
408,487.2
408,483.68
408,482.24
408,485.84
408,483.28
408,485.72
408,481.28
408,481.88
408,479.36
408,481.04
408,479.48
408,481.2
408,480.28
408,483.52
408,478.48
408,483.96
408,476.2
408,478.4
408,478.32
408,475.12
408,474.92
408,477.92
408,478.08
408,474.88
408,475.36
408,476.0
408,468.64
408,472.4
392,473.64
392,475.48
392,477.6
392,472.32
392,476.76
392,475.76
392,475.92
392,472.52
392,467.64
392,478.52
392,476.36
392,476.64
392,470.64
392,475.36
392,473.92
376,439.08
350,426.6
350,422.88
350,421.04
350,410.32
350,415.2
350,413.72
350,410.72
350,414.12
350,410.76
350,410.76
350,411.96
350,411.16
350,415.04
350,404.56
350,411.56
350,408.76
350,409.36
350,408.04
350,410.0
350,405.64
350,405.04
350,407.12
350,407.32
350,409.24
350,409.0
342,403.04
342,409.88
342,405.92
342,405.08
342,405.76
342,404.32
342,407.44
342,407.0
342,403.12
342,403.76
342,407.68
342,400.96
342,404.56
342,404.84
342,400.6
342,400.2
342,402.52
342,405.16
342,399.16
342,408.08
342,401.48
342,399.84
342,408.88
342,406.88
338,377.08
324,372.24
324,368.0
306,363.32
306,365.32
306,364.12
306,363.8
306,362.72
306,363.04
306,362.16
306,360.16
306,361.64
306,358.24
306,359.84
306,361.0
306,357.16
306,356.92
306,351.36
306,357.68
306,357.6
306,358.68
306,355.16
306,358.88
306,354.52
306,358.6
306,358.08
306,355.48
304,351.84
304,358.4
304,357.2
304,352.76
304,357.0
304,356.8
302,348.6
302,355.92
302,354.68
302,350.48
302,353.24
302,351.56
302,355.0
302,352.16
302,349.56
302,353.08
302,347.36
302,350.96
302,350.2
302,352.76
302,352.68
302,350.72
302,347.32
258,328.64
256,329.68
256,327.0
256,321.0
256,322.4
256,323.04
256,318.04
256,318.72
256,317.28
256,321.8
256,318.12
256,312.16
256,314.04
256,314.96
256,315.24
256,313.0
256,311.28
256,316.84
252,309.8
252,311.48
252,313.96
252,304.76
252,317.48
252,313.48
252,310.2
252,308.68
252,310.88
252,308.04
252,314.84
252,309.6
252,308.36
252,307.12
252,306.4
252,311.2
252,308.44
252,313.12
252,305.92
252,308.28
252,306.16
252,305.92
252,306.88
252,309.08
252,306.04
252,307.16
252,309.64
252,308.12
252,303.08
252,307.12
252,301.76
252,305.72
242,286.08
240,287.8
240,286.12
240,285.48
240,284.96
240,284.32
240,284.72
240,287.48
236,285.08
236,286.6
236,279.96
236,281.52
236,286.76
236,280.24
236,282.04
236,276.64
234,279.04
234,280.4
234,282.52
234,282.76
234,280.52
234,278.88
234,281.04
232,276.08
232,275.56
232,278.12
232,276.12
232,274.44
232,277.96
232,281.56
232,275.52
232,273.48
232,279.28
232,276.88
232,272.36
232,274.84
232,277.92
218,273.36
218,272.0
218,276.08
218,276.6
218,276.04
218,278.64
218,277.84
218,271.8
218,274.28
218,275.6
218,275.64
218,272.88
218,272.24
218,264.24
218,265.44
216,258.64
198,259.8
198,253.4
198,257.48
198,261.44
198,260.76
198,255.6
198,252.64
198,256.08
198,253.12
198,254.76
198,254.84
198,255.04
198,252.92
198,253.48
198,251.88
198,251.52
198,254.84
198,253.68
198,257.0
198,251.96
198,247.4
198,251.2
198,252.68
198,254.72
198,248.2
198,251.12
198,250.4
198,252.56
198,251.36
198,250.92
198,250.16
194,250.28
194,251.44
194,248.92
194,252.68
194,250.68
194,251.56
194,249.64
194,248.24
194,247.28
194,250.52
194,241.44
194,248.48
194,249.92
194,246.88
194,249.72
194,251.36
194,238.04
194,235.44
194,234.2
194,237.04
194,235.64
184,231.88
184,232.6
184,235.0
184,236.6
184,232.4
184,231.4
184,232.52
184,233.68
184,233.92
174,228.68
174,230.08
174,226.0
174,225.76
174,228.52
174,230.72
174,228.92
