best,mean
320,320.0
140,253.36
140,165.52
136,160.8
136,159.76
136,161.76
136,162.72
136,158.72
136,157.84
136,158.0
132,156.16
132,153.44
132,156.4
132,155.04
132,156.0
132,153.44
124,153.76
124,156.72
124,153.2
124,152.72
124,153.84
124,154.4
124,153.6
124,155.12
124,156.48
124,154.24
124,153.84
124,150.88
124,152.72
124,153.12
124,153.04
124,151.36
124,150.64
124,149.92
124,152.08
124,151.6
124,151.84
124,153.04
124,153.6
124,153.12
124,153.84
124,151.68
124,152.32
124,150.0
124,150.32
124,154.8
124,151.6
124,152.4
124,150.8
124,151.2
124,151.44
86,125.48
86,111.08
86,106.68
86,105.92
84,101.88
82,102.12
82,101.72
82,100.52
80,101.04
80,101.88
80,101.04
80,102.12
80,101.12
80,100.4
80,99.8
72,97.04
72,101.08
72,101.64
72,99.0
72,98.76
72,97.8
72,97.0
72,99.2
72,100.0
72,100.2
72,99.48
72,96.8
72,98.96
72,97.08
72,97.8
72,97.88
72,95.52
72,95.56
72,97.76
72,96.36
72,99.28
72,97.52
72,101.68
72,96.92
72,96.24
72,97.52
72,96.08
72,97.36
72,99.44
72,96.8
72,95.84
72,99.16
72,98.44
72,97.72
72,95.96
52,82.48
52,79.4
52,77.48
52,76.48
52,75.08
52,74.68
52,73.28
52,74.92
52,74.0
52,73.88
52,71.32
52,74.2
52,74.04
52,73.28
52,72.12
52,73.28
52,71.0
52,72.2
52,72.04
52,71.36
52,71.16
52,72.52
52,72.32
52,69.24
52,71.44
52,72.76
52,70.52
52,72.36
52,69.44
52,71.12
52,69.96
52,69.44
52,70.0
52,71.24
52,70.16
52,69.28
52,69.6
52,70.72
52,71.4
52,70.12
52,71.16
52,70.2
52,71.0
52,69.76
52,70.64
52,71.08
52,67.76
52,70.64
52,71.04
52,69.36
48,61.08
46,61.56
46,61.52
46,59.0
46,61.72
40,58.6
40,58.88
40,57.52
40,57.92
40,57.52
40,56.76
40,55.48
40,56.28
40,57.64
40,55.52
40,55.64
40,56.84
40,56.2
40,57.04
40,56.4
40,56.16
40,57.64
40,55.28
40,54.76
40,57.52
36,54.92
36,58.08
36,55.52
36,55.0
36,57.32
36,56.16
36,55.76
36,55.88
36,57.56
36,57.0
36,55.44
36,58.0
36,58.64
32,56.44
32,53.4
32,53.28
32,54.8
32,53.88
32,54.52
32,53.76
32,53.08
32,54.56
32,51.6
32,54.4
32,53.44
32,48.24
32,47.0
32,47.56
32,49.6
32,46.72
32,46.72
32,47.36
32,47.0
30,46.44
30,46.16
30,45.88
30,46.12
30,45.64
30,46.28
30,44.4
30,46.48
30,46.36
30,44.96
28,46.04
28,45.64
28,44.44
28,46.04
28,44.28
28,46.8
28,46.0
28,45.92
28,43.96
28,45.0
28,44.64
28,43.64
28,44.12
28,45.56
28,43.2
28,44.28
28,45.76
28,45.64
28,45.8
26,43.24
26,44.48
26,44.4
26,45.32
26,43.84
26,44.4
22,45.52
22,43.96
22,41.12
22,42.76
22,43.2
22,43.32
22,43.76
22,39.24
22,39.08
22,38.8
22,39.12
22,38.96
22,39.48
22,38.12
22,38.08
22,37.96
22,38.2
22,37.04
22,37.68
20,37.32
20,36.8
20,37.52
20,37.0
20,37.04
20,36.96
20,37.32
20,37.04
20,36.36
20,36.36
20,36.28
20,36.88
20,36.8
20,36.64
