best,mean
952,952.0
448,753.76
436,496.96
436,490.08
432,480.24
432,480.08
432,485.12
432,480.08
432,480.4
432,480.72
432,480.96
428,477.6
428,472.4
428,474.48
428,477.92
428,479.92
428,473.04
428,476.0
428,476.08
428,475.36
428,477.84
428,477.12
428,468.48
428,475.52
428,473.84
428,469.04
428,473.68
428,473.28
428,470.64
428,472.64
428,475.52
428,471.36
428,471.76
424,471.52
424,469.36
424,472.64
424,471.36
424,477.6
424,472.48
424,470.4
424,470.32
424,474.32
424,472.0
424,475.04
424,470.88
424,471.2
424,474.72
424,472.56
424,472.64
424,474.08
424,471.2
290,390.72
290,329.08
282,322.84
282,320.64
282,320.24
282,316.8
274,315.64
274,319.48
274,319.32
274,316.6
274,313.36
274,318.56
274,311.8
268,309.6
268,313.2
268,315.76
268,315.4
268,314.08
268,307.92
268,312.04
268,312.0
268,312.48
268,312.4
268,306.44
260,309.0
260,309.52
260,307.76
260,309.52
260,307.28
260,309.4
260,309.12
260,305.2
260,306.48
260,308.16
260,307.76
260,312.92
260,307.32
260,305.8
260,305.2
260,309.96
260,306.92
260,302.6
260,305.6
260,303.84
260,301.72
260,302.44
260,305.32
260,302.36
260,301.08
260,305.8
210,263.6
198,244.8
190,238.08
190,234.8
190,235.12
180,233.44
180,232.88
180,228.2
180,228.84
180,230.96
180,229.68
180,232.88
180,225.76
180,226.52
180,231.32
180,229.16
180,229.16
180,226.92
178,225.88
178,228.28
178,225.12
178,230.12
178,227.92
178,226.96
178,225.16
178,231.44
178,226.12
178,224.44
178,228.36
178,225.6
178,224.48
178,225.36
178,221.72
178,222.84
178,224.0
178,222.68
178,225.8
178,221.84
178,222.4
178,220.8
178,224.08
178,224.08
178,221.68
178,221.6
174,222.04
174,223.0
174,221.04
174,222.0
174,223.4
174,222.76
164,198.56
148,193.72
148,188.28
148,187.56
148,185.84
148,183.92
148,182.68
148,187.36
148,182.76
148,182.6
148,182.56
148,183.2
148,181.16
148,179.44
144,183.28
144,181.16
144,178.36
144,180.2
144,178.96
144,180.72
144,182.04
144,179.72
144,178.24
144,180.96
144,178.36
144,179.92
144,179.12
144,177.6
140,175.92
140,177.12
140,175.56
140,176.28
140,178.2
140,177.88
140,175.68
140,177.8
140,177.2
140,176.12
140,176.96
140,173.8
140,175.4
140,175.36
140,178.52
140,177.6
140,175.6
140,175.04
140,175.24
140,177.08
140,177.4
140,174.0
128,158.68
128,155.76
128,157.68
128,154.72
122,153.16
122,152.28
122,150.72
122,153.08
122,151.2
122,151.4
122,148.88
116,148.56
116,148.12
116,150.12
116,147.8
116,146.96
116,149.72
116,150.92
116,148.8
116,150.32
116,145.8
116,148.88
116,147.16
116,147.76
116,145.76
116,148.64
116,147.08
116,147.04
116,148.64
116,149.16
116,148.8
116,148.52
116,146.6
116,149.24
116,146.68
116,143.6
116,148.48
116,149.08
116,145.68
116,145.48
116,149.16
116,147.72
116,147.28
116,147.2
116,149.24
116,146.88
116,143.08
116,146.12
116,149.2
116,148.08
102,132.72
102,134.04
102,133.72
102,130.2
102,134.24
100,132.08
100,130.6
100,132.64
98,130.52
98,127.64
98,127.08
98,126.04
98,128.76
98,126.0
98,125.04
98,125.44
94,124.88
94,123.8
94,124.64
94,124.0
94,125.72
84,122.44
84,122.68
84,123.96
84,124.28
84,126.28
84,125.08
84,123.0
84,120.68
84,122.4
84,124.96
84,124.24
84,121.8
84,119.6
84,126.24
84,120.68
84,122.52
84,121.44
84,119.12
84,120.04
84,122.32
84,122.72
84,120.76
84,120.56
84,120.36
84,119.68
84,120.12
84,119.24
84,121.24
84,120.4
84,113.12
84,111.8
84,112.0
82,110.96
82,110.68
82,108.72
82,109.44
82,108.44
82,109.0
82,107.72
82,107.4
82,108.12
80,109.72
80,111.12
80,107.6
80,108.84
80,107.56
80,106.36
80,108.2
80,106.68
80,105.52
80,106.04
80,105.28
80,107.28
80,105.2
80,104.72
80,108.92
72,104.8
72,106.52
72,106.72
64,103.92
64,105.32
64,105.28
64,104.88
64,103.36
64,105.16
64,104.48
64,105.48
64,104.64
64,103.12
64,105.68
64,103.76
64,103.16
64,103.92
64,103.84
64,104.36
64,102.76
64,102.16
64,103.8
64,104.44
64,97.88
64,99.64
64,96.88
64,95.16
64,96.68
64,95.2
64,97.04
64,94.88
64,93.16
64,97.28
64,94.76
64,94.84
64,97.92
64,95.96
64,97.12
64,94.72
64,94.8
64,95.6
64,91.64
64,94.72
64,95.32
64,93.48
64,94.16
64,94.6
64,91.16
64,93.36
64,90.64
64,93.12
62,93.12
62,92.0
62,92.8
62,93.76
62,93.36
62,93.44
62,93.44
62,88.76
62,90.4
62,91.28
62,91.6
62,90.8
62,90.52
62,90.72
62,91.84
62,92.84
62,91.6
62,90.64
62,92.48
62,89.28
62,90.04
62,90.36
62,84.32
62,85.16
62,86.12
56,84.44
56,84.48
56,84.36
56,83.4
56,83.2
56,81.64
56,83.32
56,84.6
56,83.88
56,83.64
56,81.64
56,86.04
56,81.8
56,83.92
56,81.84
56,79.84
56,80.72
56,84.8
56,83.8
56,80.4
56,80.44
56,83.8
56,78.68
56,84.0
56,82.56
56,83.08
56,79.52
56,79.44
56,85.24
56,81.24
56,80.36
56,85.56
56,84.72
56,80.68
56,82.72
56,79.56
56,78.56
56,80.6
56,81.04
56,80.84
56,84.92
48,79.28
48,80.8
48,80.08
48,81.88
48,81.2
48,82.92
48,76.16
48,76.44
48,75.52
48,79.12
48,72.56
48,76.48
48,75.6
48,76.72
48,76.24
48,78.08
48,77.52
48,74.2
48,75.56
48,74.12
48,72.96
48,73.16
46,73.88
46,75.64
30,71.76
30,73.88
30,72.0
30,72.28
30,71.24
30,72.12
30,72.64
30,72.68
30,71.92
30,71.04
30,72.96
30,71.0
30,67.76
30,68.52
30,69.84
30,68.8
30,70.28
30,69.4
30,69.04
30,68.64
30,68.6
30,68.12
30,67.72
30,67.88
30,65.92
30,69.24
30,68.72
30,66.84
30,64.8
30,66.08
30,64.8
30,66.88
26,60.72
26,61.72
26,62.8
26,61.44
26,60.76
26,59.16
26,60.88
26,60.2
26,59.4
26,62.8
26,61.24
26,62.16
26,59.52
26,58.92
26,60.36
26,59.16
26,62.32
26,59.12
26,57.64
26,57.96
26,57.88
26,59.32
20,60.04
20,59.68
20,60.04
20,58.16
20,61.88
20,59.2
20,60.64
20,58.84
20,59.12
20,58.92
20,55.92
20,58.12
20,57.04
20,59.12
20,58.92
20,56.32
20,59.28
20,58.72
20,57.24
20,55.4
20,58.2
20,58.16
20,60.56
20,58.48
20,58.0
20,57.24
20,56.96
20,55.72
20,53.72
20,55.2
20,55.32
20,52.64
20,54.28
20,54.72
20,55.12
20,52.96
20,54.24
20,53.48
20,51.8
20,53.36
20,54.8
20,54.24
20,52.84
20,52.76
20,54.44
20,55.68
20,53.76
20,52.8
18,53.28
18,52.28
18,52.08
18,52.56
18,52.2
18,52.44
18,51.96
18,52.36
18,51.44
18,51.96
18,51.52
18,53.16
18,51.0
18,51.8
18,50.56
18,50.6
18,50.68
18,53.44
18,51.08
18,53.44
18,50.96
18,54.12
18,52.28
18,50.08
18,50.8
18,51.4
18,49.88
18,50.2
18,49.72
18,48.8
18,47.8
18,47.76
18,46.0
18,46.56
18,48.72
14,47.32
14,49.12
14,46.52
14,45.44
14,47.72
14,45.52
14,46.08
14,47.64
14,46.92
14,47.56
14,46.44
14,45.32
14,44.4
14,45.24
14,43.84
14,44.88
14,45.32
14,45.48
14,44.0
14,45.2
14,45.52
14,42.88
14,44.96
14,43.44
14,44.08
14,43.4
14,44.08
14,43.56
14,43.76
14,45.4
14,46.56
14,44.16
14,45.32
14,44.12
14,44.64
14,43.56
14,43.36
14,45.28
14,45.28
14,43.6
14,44.16
14,43.8
14,45.6
14,44.64
14,43.76
14,43.04
14,42.24
14,43.08
14,42.24
14,40.6
14,44.16
14,42.04
14,45.0
14,42.48
14,41.4
14,41.16
14,42.6
14,44.56
14,42.88
12,45.0
12,43.36
12,41.48
12,42.84
12,41.84
12,44.44
12,40.36
12,41.0
12,42.12
12,43.32
12,41.04
12,40.92
12,41.36
12,40.32
12,41.48
12,42.28
12,42.08
12,41.2
12,42.16
12,41.44
12,42.84
12,41.0
12,40.36
12,40.76
12,42.12
12,41.2
12,42.16
12,42.12
12,43.36
12,41.0
12,43.8
12,41.96
12,44.6
12,40.84
12,42.68
12,41.0
12,39.6
12,40.56
12,38.84
12,38.72
12,40.48
12,41.36
12,39.12
12,37.0
12,40.64
12,38.2
12,39.52
12,39.04
12,37.48
12,40.48
12,38.16
12,39.16
12,40.72
12,40.96
12,39.84
12,40.48
12,38.96
12,38.96
12,39.24
12,40.68
12,40.0
12,38.08
12,41.08
12,39.56
12,40.32
12,41.44
12,39.2
12,41.36
12,38.6
12,38.32
12,38.12
12,40.32
12,39.28
6,38.64
6,38.92
6,39.96
6,40.52
6,37.64
6,39.12
6,38.76
6,40.76
6,38.56
6,39.84
6,37.24
6,39.56
6,36.04
6,36.28
6,35.4
6,35.4
6,36.84
6,36.48
6,35.92
6,34.24
6,36.88
6,36.04
6,35.4
6,35.32
6,34.2
6,33.92
6,35.32
6,36.52
6,36.48
6,35.0
6,35.32
6,35.44
6,36.2
6,35.0
6,35.28
6,34.6
6,35.2
6,33.68
6,33.32
6,33.32
6,34.36
6,34.04
6,36.24
6,35.12
6,36.04
6,34.12
6,36.36
6,36.44
6,34.48
6,34.8
6,33.48
6,34.48
6,34.92
6,34.04
6,34.96
6,36.32
6,35.76
6,35.08
6,35.44
6,35.92
6,35.72
6,33.32
6,33.88
6,32.76
6,32.6
6,32.8
6,32.96
6,32.96
6,31.68
6,33.68
6,32.88
6,33.52
6,34.64
6,32.6
6,34.52
6,33.08
6,31.16
6,35.04
6,32.4
6,34.0
6,33.72
6,31.08
6,31.8
6,32.68
6,32.84
6,32.12
6,33.04
6,32.72
6,31.72
6,32.2
6,29.36
6,32.84
6,33.08
6,33.2
6,30.48
6,32.64
6,32.88
6,33.4
6,31.56
6,32.16
6,32.12
6,33.28
6,32.04
6,33.96
6,31.28
6,31.0
6,31.24
6,33.2
6,31.28
6,33.48
6,31.28
6,30.8
6,30.24
0,31.0
0,29.92
0,30.84
0,29.2
0,30.16
0,30.08
0,28.8
0,29.32
0,30.12
0,30.96
0,29.04
0,28.72
0,30.0
0,27.2
0,27.68
0,28.12
0,30.0
0,28.88
0,29.04
0,27.8
0,28.6
0,27.64
0,26.96
0,28.48
0,27.48
0,27.88
0,27.44
0,28.64
0,27.6
0,29.0
0,29.28
0,29.28
0,27.4
0,29.84
0,28.32
0,28.4
0,28.28
0,27.12
0,26.4
0,28.52
0,27.32
0,26.28
0,26.96
0,29.76
0,27.6
0,27.84
0,30.96
0,25.92
0,27.36
0,28.4
0,26.96
0,28.32
0,26.52
0,30.08
0,28.68
0,27.36
0,27.6
0,26.0
0,26.32
0,27.48
0,26.36
0,26.32
0,28.4
0,29.72
0,28.24
0,28.04
0,27.32
0,27.28
0,26.68
0,28.0
0,28.04
0,27.44
0,26.2
0,26.8
0,27.44
0,26.76
0,27.72
0,27.52
0,27.32
0,28.28
0,28.2
0,27.2
0,28.84
0,27.96
0,28.84
0,28.24
0,28.48
0,28.72
0,26.88
0,26.36
0,27.8
0,26.4
0,27.44
0,27.4
0,26.72
0,27.4
0,26.6
0,26.8
0,28.84
0,25.92
0,26.12
0,28.56
0,28.04
0,29.56
0,26.72
0,27.24
0,27.64
0,27.56
0,29.08
0,25.84
0,27.76
0,26.96
0,29.2
0,25.44
0,25.88
0,26.68
0,25.32
0,26.4
0,27.36
0,25.84
0,27.64
0,26.56
0,28.0
0,27.72
0,26.36
0,26.12
0,26.4
0,24.76
0,25.16
0,25.44
0,27.0
0,25.2
0,24.88
0,25.8
0,25.28
0,24.04
0,25.32
0,23.28
0,25.52
0,24.36
0,25.52
0,24.72
0,26.32
0,23.16
0,24.6
0,25.48
0,26.08
0,26.96
0,24.76
0,24.16
0,23.64
0,24.24
0,25.72
0,27.24
0,23.88
0,25.28
0,25.84
0,24.4
0,25.92
0,25.88
0,25.12
0,24.6
0,24.64
0,24.04
0,24.92
0,23.72
0,23.84
0,24.24
0,24.92
0,24.48
0,24.84
0,25.84
0,26.36
0,24.24
0,24.0
0,24.2
0,24.32
0,25.0
0,24.24
0,22.48
0,27.16
0,25.0
0,25.36
0,24.68
0,25.52
0,21.84
0,24.88
0,23.08
0,23.72
0,23.6
0,26.44
0,24.16
0,25.08
0,25.64
0,25.84
0,25.28
0,24.56
0,24.04
0,24.36
0,23.44
0,26.4
0,25.6
0,25.4
0,23.88
0,24.48
0,24.52
0,23.2
0,26.0
0,22.64
0,25.68
0,24.48
0,24.56
0,26.32
0,25.12
0,25.8
0,25.04
0,25.6
0,25.0
0,24.64
0,24.56
0,24.04
0,25.4
0,27.0
0,24.96
0,25.96
0,25.96
0,23.76
0,26.68
0,25.2
0,24.68
0,23.24
0,26.84
0,25.16
0,24.6
0,25.32
0,25.04
0,23.28
0,23.96
0,23.88
0,24.72
0,25.56
0,25.32
0,24.76
0,23.96
0,24.44
0,26.04
0,24.32
0,25.68
0,24.28
0,24.36
0,23.56
0,25.2
0,26.28
0,24.28
0,25.92
0,24.24
0,24.88
0,25.64
0,23.2
0,26.04
0,23.92
0,24.16
0,23.36
0,26.28
0,23.8
0,25.6
0,24.12
0,25.88
0,25.28
0,25.56
0,24.96
0,26.16
0,25.08
0,22.88
0,25.88
0,26.12
0,27.36
0,24.32
0,25.12
0,24.96
0,25.28
0,24.68
0,24.72
0,26.8
0,24.8
0,24.6
0,25.32
0,26.8
0,24.52
0,24.68
0,25.16
0,26.28
0,24.48
0,25.12
0,26.0
0,25.36
0,26.56
0,23.92
0,26.04
0,24.48
0,26.68
0,24.56
0,24.84
0,24.12
0,23.8
0,24.64
0,23.64
0,26.16
0,24.8
0,23.96
0,23.64
0,24.24
0,23.76
0,24.72
0,25.92
0,24.68
0,26.48
0,23.4
0,23.8
0,23.76
0,25.56
0,24.84
0,23.6
0,26.44
0,25.52
0,26.44
0,23.88
0,23.88
0,24.96
0,25.0
0,24.32
0,25.32
0,25.8
0,24.0
0,23.04
0,25.64
0,25.04
0,23.56
0,24.8
0,25.44
0,23.84
0,25.92
0,24.6
0,26.2
0,23.72
0,25.72
0,24.44
0,27.44
0,25.32
0,24.68
0,24.4
0,27.04
0,25.04
0,23.0
0,25.12
0,25.12
0,24.88
0,24.48
0,26.2
0,24.52
0,25.24
0,24.52
0,24.84
0,26.44
0,24.76
