best,mean
2112,2112.0
1008,1670.32
1008,1101.68
1008,1088.16
1008,1083.84
1008,1085.2
996,1083.36
996,1079.76
996,1086.4
996,1076.0
996,1074.32
996,1076.88
984,1077.92
984,1078.08
984,1074.56
984,1074.88
976,1072.72
976,1070.64
972,1070.0
972,1069.68
972,1074.32
972,1066.0
972,1068.64
972,1070.8
972,1068.96
972,1066.88
972,1069.44
972,1060.0
972,1064.32
972,1062.72
972,1065.92
972,1063.36
972,1064.8
972,1069.44
972,1074.16
972,1061.28
972,1067.68
972,1066.48
972,1064.88
972,1055.36
972,1069.04
972,1059.2
972,1061.28
972,1058.24
972,1061.6
972,1063.04
972,1056.56
972,1056.88
972,1062.4
972,1060.4
972,1056.08
656,887.32
656,735.76
656,720.48
642,711.72
642,714.08
640,711.68
636,707.08
636,712.28
636,711.6
636,705.72
636,707.68
620,703.4
620,703.04
620,697.84
620,702.6
610,703.84
610,698.56
610,697.2
610,705.32
610,699.64
610,699.0
610,693.24
610,698.4
610,694.48
610,702.32
610,697.16
610,698.08
610,697.88
610,692.44
610,694.48
610,694.68
610,693.96
610,697.64
610,688.76
610,690.72
610,694.56
610,693.64
610,693.2
610,687.08
610,696.44
610,690.44
610,696.88
610,693.52
610,693.68
610,695.4
610,689.4
610,692.4
610,691.84
610,691.92
610,689.48
478,599.68
468,543.64
468,537.92
468,529.04
468,533.76
468,530.0
468,526.6
468,527.56
468,526.04
468,526.48
468,530.68
468,523.48
462,521.32
462,527.56
462,526.6
462,519.92
462,526.32
462,520.44
462,528.0
462,521.56
462,523.48
462,520.32
462,522.88
462,525.48
462,522.36
462,521.44
462,521.68
450,518.36
450,518.92
450,517.32
450,522.76
450,517.76
450,516.72
450,516.96
450,518.8
450,520.44
426,513.32
426,516.84
426,513.8
426,513.12
426,516.44
426,516.12
426,515.88
426,518.4
426,514.8
426,512.8
426,516.72
426,511.04
426,516.6
426,511.16
390,462.6
374,437.76
374,427.84
372,426.68
360,423.72
360,420.16
360,418.0
360,417.88
360,423.16
342,415.72
342,414.32
342,416.28
342,417.68
342,411.92
342,409.64
342,412.52
342,407.52
342,408.64
342,411.92
342,411.16
342,410.2
342,410.08
342,412.24
342,406.04
342,410.8
342,406.88
342,411.24
342,408.4
342,409.84
342,404.44
338,409.96
338,407.16
338,405.52
338,400.76
338,401.08
338,407.24
338,409.92
338,408.28
338,404.4
338,408.84
338,404.8
338,404.56
338,406.84
338,402.52
338,405.08
338,401.36
338,408.0
338,406.96
338,403.92
338,405.32
316,369.52
300,357.6
300,357.44
300,358.72
300,350.08
300,353.6
300,348.6
300,347.16
300,350.0
300,351.44
300,346.36
300,347.2
296,339.92
294,339.68
294,338.92
294,340.28
292,344.48
292,345.44
292,341.48
292,343.92
292,341.36
292,340.44
292,341.48
292,342.76
292,339.92
286,334.64
286,340.64
286,338.44
284,337.88
284,340.4
284,343.12
284,332.68
284,338.72
284,337.64
284,336.52
284,336.8
284,334.24
284,334.4
284,334.56
284,337.56
284,335.32
282,336.36
282,338.2
282,335.8
282,335.6
282,334.36
278,332.0
278,334.6
278,329.6
278,335.68
258,306.96
258,307.8
258,301.44
252,298.52
252,300.76
252,294.92
252,294.28
252,297.76
248,297.88
248,293.52
248,293.44
248,291.32
248,289.64
248,292.68
234,293.76
234,292.8
234,288.0
234,288.76
234,288.4
234,295.08
234,292.0
234,289.32
234,289.48
234,288.28
234,289.96
234,291.52
234,287.24
234,286.56
220,285.92
220,289.0
220,286.8
220,286.0
220,286.8
220,285.76
220,281.72
220,284.64
220,288.08
220,281.36
220,285.52
220,283.04
220,281.68
220,282.2
220,279.56
220,282.48
220,280.72
220,282.08
220,282.16
220,284.16
220,281.0
214,284.28
214,266.2
214,261.8
214,264.0
214,261.2
214,262.92
214,259.0
214,259.8
214,264.08
214,256.24
214,262.32
214,254.36
214,256.72
214,251.88
214,259.48
214,258.36
208,253.68
204,252.96
204,257.12
204,254.12
204,250.64
204,249.24
204,245.48
204,246.72
204,246.6
204,246.04
204,252.48
204,244.76
204,246.76
204,248.08
204,248.32
204,247.36
204,247.2
204,247.36
204,243.84
204,248.32
204,247.28
204,249.92
204,247.8
204,243.44
196,242.92
196,244.32
196,248.16
196,242.24
196,244.48
196,243.0
196,248.16
196,242.92
196,243.2
196,246.28
196,238.08
194,224.6
176,228.36
176,231.36
176,225.88
176,226.64
176,224.64
176,231.04
176,226.6
176,222.16
172,225.96
172,222.44
172,222.88
172,220.84
172,222.08
172,223.72
172,223.76
172,220.64
172,225.08
172,220.08
172,220.72
172,224.68
172,221.08
170,220.68
170,221.52
170,216.84
170,218.68
170,220.52
170,222.28
170,216.72
170,216.0
170,220.48
170,220.84
170,219.6
170,216.48
170,222.84
170,216.4
170,215.32
170,218.4
170,220.24
170,217.56
166,215.92
166,218.2
166,217.84
166,211.84
166,215.6
166,214.88
166,220.64
166,220.96
166,215.24
166,219.84
166,204.76
166,205.0
166,201.84
166,202.64
166,204.16
166,203.84
166,200.92
166,200.8
164,201.64
158,197.96
158,197.2
158,203.08
158,200.48
158,199.96
158,201.24
158,199.96
158,199.76
158,198.64
158,197.16
158,199.04
158,195.88
158,196.96
158,194.56
158,195.64
158,193.52
158,196.08
148,201.72
146,194.12
146,198.2
146,193.68
146,195.76
146,196.64
146,197.4
146,192.6
146,197.2
146,194.84
146,194.6
146,191.96
146,194.56
146,191.4
146,194.0
146,194.32
146,194.2
146,192.2
146,192.0
146,190.56
146,195.88
146,194.6
146,192.52
146,193.44
146,183.24
146,181.84
146,182.76
146,178.92
146,182.84
146,180.28
140,180.2
128,181.88
128,180.6
128,176.84
128,175.64
128,178.8
128,178.8
128,177.08
128,177.32
128,174.72
128,175.48
128,175.6
128,177.2
128,175.4
128,174.2
128,172.84
128,176.08
128,174.56
128,171.04
128,177.44
128,174.04
128,177.68
128,174.88
128,174.52
128,174.72
128,170.84
128,170.52
128,170.6
128,170.64
128,173.72
128,172.56
128,172.72
128,171.64
128,170.32
128,172.76
128,169.12
128,171.92
128,172.16
128,173.96
128,169.72
128,170.88
128,170.04
126,169.84
126,167.8
126,159.52
126,164.04
126,164.28
126,163.2
126,163.68
126,164.56
126,160.8
126,164.32
126,160.32
126,160.72
126,164.48
126,161.92
118,157.48
118,159.6
118,163.64
118,160.6
118,158.68
118,159.12
118,158.24
118,160.4
118,158.56
118,159.28
118,155.2
118,158.96
118,154.96
118,157.56
118,158.68
118,159.16
118,159.48
118,159.28
118,161.88
118,157.76
118,153.96
118,155.56
118,160.0
118,155.32
116,157.04
116,156.2
116,152.28
116,156.48
116,158.8
116,155.76
116,157.84
116,156.64
116,156.2
116,157.4
116,158.52
116,157.44
116,158.04
116,154.24
116,149.72
116,149.04
116,147.52
116,148.4
116,145.24
116,146.8
116,142.2
116,147.08
116,146.32
116,149.4
116,147.84
116,146.76
116,146.36
116,147.52
114,148.64
114,147.72
112,146.12
112,143.0
108,145.8
108,144.16
108,144.84
102,146.6
102,145.56
102,145.72
102,147.04
102,146.84
102,145.4
102,143.96
102,144.2
90,146.64
90,142.32
90,146.48
90,143.12
90,140.4
90,140.96
90,143.2
90,142.56
90,139.36
90,138.88
90,140.24
88,137.72
88,139.04
88,140.92
88,140.8
88,138.08
66,136.56
66,134.96
66,137.64
66,136.04
66,134.04
66,133.56
66,129.2
66,129.24
66,133.28
66,128.36
66,129.04
66,131.56
66,129.36
66,131.6
66,130.56
66,128.44
66,127.48
66,131.04
66,126.24
66,127.6
66,127.32
66,127.88
66,126.92
66,124.6
66,125.16
66,127.56
66,129.96
66,127.32
66,130.92
66,128.28
66,127.84
66,128.8
66,125.48
66,125.84
66,126.6
66,125.88
66,125.28
66,123.6
66,126.28
66,126.24
66,124.2
66,124.6
66,126.36
66,124.48
66,126.12
66,122.16
66,123.28
66,123.16
66,124.56
66,123.2
66,123.36
66,122.92
66,121.84
66,125.28
66,124.88
66,116.0
66,117.84
66,119.84
66,116.92
66,117.6
66,115.52
66,117.96
66,118.68
66,116.12
66,116.76
66,116.8
66,116.6
66,117.84
66,118.96
66,116.12
66,116.56
66,116.32
66,115.08
66,117.24
66,118.76
66,116.76
66,113.96
66,117.6
66,117.24
66,114.24
66,115.4
66,116.48
66,117.2
66,112.08
66,114.36
66,116.08
66,114.96
66,115.84
66,115.96
66,117.48
66,117.44
66,117.32
66,114.52
66,117.0
66,118.12
66,116.68
66,119.52
66,113.88
66,117.52
66,115.64
66,112.32
66,116.72
66,115.08
66,114.64
66,115.32
66,114.64
66,111.16
66,110.04
66,115.08
66,108.64
66,112.68
66,110.48
66,112.64
66,110.36
66,113.24
66,108.8
66,109.44
66,112.68
66,110.48
66,108.4
66,110.4
66,107.88
66,110.08
66,106.84
66,109.48
66,105.24
66,110.6
66,112.08
66,109.12
66,109.92
66,113.28
66,107.56
66,108.64
66,109.6
66,109.36
66,108.72
66,108.6
66,108.8
66,108.04
66,113.96
66,112.48
66,110.8
66,109.0
66,108.52
66,113.72
66,109.0
66,109.12
66,108.36
66,108.28
66,111.96
66,108.84
66,109.0
66,107.72
66,109.4
66,108.0
66,104.52
66,103.56
66,105.52
66,106.64
66,105.52
66,105.08
66,106.52
66,103.84
66,105.6
66,105.64
66,102.92
66,104.6
66,106.6
66,107.64
66,105.52
66,108.0
66,105.36
66,104.36
66,105.08
66,107.32
66,106.72
66,105.68
66,107.12
66,108.6
66,104.84
66,105.04
66,106.24
66,107.32
66,104.32
66,104.76
66,105.32
38,103.84
38,103.24
38,105.44
38,103.8
38,104.64
38,102.72
38,104.8
38,104.04
38,105.52
38,101.56
38,103.6
38,102.6
38,106.8
38,104.92
38,105.68
38,106.64
38,102.96
38,105.72
38,104.84
38,99.52
38,103.72
38,102.6
38,99.48
38,99.2
38,103.4
38,102.96
38,102.16
38,105.64
38,104.64
38,100.68
38,102.2
38,101.56
38,101.28
38,100.64
38,100.36
38,101.16
38,98.28
38,99.76
38,98.68
38,101.72
38,96.52
38,100.52
38,101.92
38,100.64
38,100.52
38,98.6
38,101.4
38,99.76
38,98.96
38,100.08
38,99.6
38,100.68
38,101.88
38,101.72
38,102.08
38,101.8
38,98.36
38,101.76
30,97.36
30,100.32
30,97.04
30,95.92
0,94.56
0,93.92
0,94.08
0,93.76
0,95.32
0,93.28
0,91.6
0,89.32
0,90.0
0,93.32
0,87.16
0,85.28
0,88.04
0,87.64
0,83.8
0,88.48
0,84.76
0,82.88
0,82.12
0,78.92
0,78.6
0,76.72
0,77.6
0,78.2
0,72.08
0,73.08
0,73.4
0,69.68
0,69.88
0,66.28
0,68.32
0,66.44
0,66.4
0,62.64
0,61.52
0,62.64
0,59.72
0,62.56
0,63.8
0,63.16
0,56.84
0,58.6
0,58.0
0,59.08
0,59.48
0,57.48
0,58.0
0,57.04
0,59.2
0,57.08
0,60.24
0,56.08
0,58.4
0,59.44
0,61.92
0,58.2
0,58.8
0,58.28
0,59.92
0,59.12
0,60.24
0,58.64
0,58.88
0,59.96
0,58.4
0,59.24
0,58.36
0,60.36
0,58.04
0,58.04
0,58.0
0,58.72
0,57.28
0,58.2
0,58.48
0,56.84
0,60.36
0,58.0
0,57.72
0,58.48
0,58.6
0,57.12
0,61.24
0,57.96
0,57.56
0,57.72
0,58.84
0,59.68
0,60.88
0,60.36
0,58.56
0,57.6
0,60.4
0,56.84
0,59.36
0,57.4
0,56.72
0,58.76
0,59.96
0,59.92
0,57.04
0,59.68
0,56.68
0,57.28
0,61.32
0,57.6
0,60.0
0,60.28
0,59.76
0,54.24
0,59.6
0,59.04
0,59.48
0,58.84
0,58.2
0,55.44
0,58.52
0,58.2
0,55.96
0,58.64
0,56.52
0,59.8
0,58.6
0,58.96
0,54.92
0,57.92
0,60.04
0,57.88
0,58.8
0,59.6
0,58.2
0,59.88
0,59.76
0,57.2
0,59.2
0,59.68
0,58.8
0,57.72
0,56.08
0,56.36
0,56.32
0,60.52
0,57.96
0,55.68
0,62.8
0,56.6
0,59.6
0,56.8
0,58.36
0,59.68
0,58.4
0,56.36
0,59.36
0,57.44
0,59.24
0,60.24
0,58.12
0,61.8
0,59.6
0,59.76
0,56.36
0,59.88
0,58.16
0,60.44
0,60.04
0,59.56
0,58.16
0,58.16
0,58.12
0,60.36
0,58.4
0,56.44
0,60.32
0,60.24
0,56.88
0,60.12
0,58.32
0,58.0
0,60.44
0,57.8
0,57.36
0,60.12
0,59.56
0,58.8
0,58.84
0,61.28
0,56.04
0,56.6
0,60.44
0,56.56
0,57.36
0,59.28
0,58.32
0,57.84
0,58.04
0,57.16
0,59.88
0,57.96
0,58.88
0,58.76
0,59.64
0,59.36
0,56.84
0,59.48
0,59.84
0,59.16
0,57.64
0,57.4
0,58.84
0,58.52
0,56.56
0,57.92
0,57.84
0,61.36
0,58.16
0,60.6
0,57.56
0,56.68
0,56.88
0,58.36
0,58.88
0,58.88
0,57.12
0,62.04
0,57.04
0,58.44
0,59.4
0,59.28
0,59.36
0,55.92
0,58.16
0,57.56
0,57.72
0,58.4
0,55.2
0,58.8
0,60.28
0,57.08
0,58.92
0,58.68
0,59.36
0,60.0
0,59.84
0,59.2
0,58.48
0,58.84
0,61.96
0,58.64
0,56.68
0,58.72
0,54.4
0,57.36
0,58.48
0,59.72
0,57.76
0,57.4
0,58.8
0,59.56
0,60.0
0,57.36
0,59.2
0,61.08
0,58.72
0,58.64
0,59.24
0,58.92
0,58.16
0,59.68
0,58.92
0,57.36
0,59.32
0,59.76
0,57.88
0,60.84
0,57.52
0,60.56
0,60.72
0,56.0
0,57.04
0,57.76
0,57.44
0,59.8
0,58.64
0,57.88
0,57.32
0,59.32
0,58.24
0,60.0
0,57.36
0,56.84
0,59.64
0,56.24
0,59.52
0,57.48
0,59.88
0,59.32
0,56.36
0,57.72
0,59.16
0,58.44
0,58.04
0,60.0
0,56.96
0,56.48
0,59.0
0,59.68
0,57.68
0,57.04
0,58.56
0,59.4
0,60.8
0,58.6
0,55.88
0,58.72
0,57.68
0,57.08
0,58.8
0,59.88
0,58.2
0,58.32
0,59.52
0,58.0
0,59.92
0,59.44
0,56.52
0,58.28
0,57.92
0,55.28
0,55.4
0,59.76
0,57.48
0,57.28
0,57.56
0,60.04
0,62.12
0,57.96
0,60.28
0,56.36
0,58.8
0,56.68
0,57.04
0,58.32
0,57.8
0,57.04
0,60.36
0,57.0
0,57.04
0,57.52
0,57.24
0,59.44
0,58.16
0,60.16
0,58.92
0,60.84
0,59.08
0,59.6
0,58.88
0,57.56
0,57.8
0,57.44
0,59.16
0,59.4
0,59.52
0,60.56
0,59.64
0,59.24
0,57.52
0,58.12
0,60.04
0,58.76
0,60.08
0,58.0
0,57.68
0,58.48
0,55.72
0,58.0
0,58.44
0,60.04
0,59.24
0,60.24
0,59.08
0,58.64
0,59.52
0,59.24
0,58.28
0,60.32
0,60.48
0,57.6
0,56.76
0,58.0
0,58.32
0,58.8
0,60.04
0,58.28
0,59.12
0,58.48
0,58.56
0,57.48
0,58.84
0,57.24
0,59.52
0,60.92
0,58.96
0,59.44
0,59.12
0,58.16
0,58.36
0,57.84
0,60.72
0,57.84
0,59.36
0,58.64
0,61.04
0,58.92
0,60.44
0,60.64
0,57.76
0,57.88
0,57.6
0,61.96
0,59.08
0,57.96
0,60.44
0,57.12
0,59.76
0,61.32
0,59.36
0,58.44
0,58.24
0,59.56
0,57.96
0,58.24
0,58.2
0,57.28
0,58.2
0,58.44
0,60.2
0,57.88
0,59.72
0,58.88
0,60.04
0,57.64
0,60.48
0,58.64
0,60.36
0,59.36
0,61.04
0,57.12
0,60.92
0,58.92
0,57.96
0,56.68
0,57.2
0,56.76
0,58.28
0,57.56
0,57.4
0,57.8
0,58.56
0,60.52
0,57.8
0,59.56
0,60.36
0,60.64
0,62.92
0,54.8
0,59.64
0,59.92
0,57.72
0,60.4
0,56.6
0,58.76
0,59.64
0,59.0
0,56.88
0,58.16
0,58.12
0,56.56
0,56.6
