best,mean
320,320.0
144,252.32
140,164.16
140,161.68
140,163.68
140,161.28
140,160.4
140,159.28
136,159.04
136,158.56
136,158.32
136,156.96
136,158.24
128,157.04
128,156.56
128,154.72
128,156.8
128,156.16
128,155.28
128,152.4
128,154.32
128,151.36
128,154.96
128,152.96
128,154.56
128,155.12
128,152.72
128,153.68
128,155.04
128,153.04
128,153.6
128,154.32
128,151.04
128,152.32
128,153.6
128,153.84
128,154.72
128,152.88
128,152.24
128,154.08
128,154.24
128,153.12
128,152.32
128,151.12
128,151.92
128,152.24
128,152.88
128,152.56
128,152.48
128,152.64
128,150.88
92,126.68
90,111.84
82,109.04
82,104.64
76,106.48
76,105.52
76,104.64
76,102.44
76,103.92
76,100.96
76,100.8
76,100.72
76,100.52
76,101.72
76,102.8
76,97.72
76,97.56
76,98.84
76,100.6
76,100.52
76,99.16
76,100.08
76,98.16
76,96.92
76,97.2
76,99.68
76,98.68
76,96.2
76,97.2
76,99.72
76,97.8
76,99.76
76,100.56
76,99.0
76,97.52
76,98.08
76,99.4
76,97.28
76,96.56
76,99.0
76,98.6
76,98.84
76,99.08
76,101.72
76,98.6
76,98.48
76,99.36
76,97.36
76,98.84
76,95.64
60,85.4
60,83.6
50,80.72
50,79.32
50,76.2
50,75.68
50,75.08
50,75.4
50,73.0
50,72.36
50,73.8
50,72.04
50,73.92
50,73.08
50,74.56
50,72.76
50,73.08
50,71.8
50,72.16
50,73.16
50,73.36
50,72.28
50,72.68
50,72.56
50,71.76
50,70.72
50,70.64
50,71.72
50,70.24
50,71.0
50,70.24
50,71.92
50,70.76
50,70.4
50,70.88
50,71.52
50,72.36
50,71.16
50,71.52
50,70.48
50,73.0
50,72.84
50,70.08
50,71.96
50,69.92
50,71.04
50,72.08
50,70.68
50,69.4
50,69.88
44,62.04
42,63.48
42,60.08
42,60.64
42,59.04
42,58.84
38,58.04
38,58.72
38,59.36
38,58.72
38,56.68
38,57.16
36,56.12
36,56.2
36,56.08
36,55.72
36,54.0
36,55.64
36,55.2
36,55.24
36,55.56
36,55.68
36,54.32
36,55.52
36,57.2
36,57.8
36,54.24
36,54.28
36,54.08
36,54.0
36,53.84
36,54.36
36,54.68
36,53.88
36,54.88
34,55.84
34,53.52
34,54.92
34,53.64
34,53.96
34,53.0
34,53.72
34,54.08
34,54.48
34,55.24
34,54.32
34,53.24
34,53.0
34,53.0
34,52.8
34,47.88
34,49.28
34,47.96
30,46.68
30,47.32
30,47.36
30,48.32
30,45.24
30,45.92
30,47.96
30,45.88
30,47.72
30,46.12
30,47.64
30,45.32
28,46.68
28,46.6
28,45.6
28,46.48
28,46.28
28,45.68
28,45.88
28,45.12
28,46.6
28,48.36
28,44.44
28,46.68
28,44.48
28,44.76
28,47.4
28,46.0
28,44.84
28,45.16
28,44.16
28,45.0
28,43.36
28,45.0
28,44.92
28,44.28
28,43.8
28,46.08
28,45.68
28,45.84
28,44.08
28,44.28
28,44.0
28,45.8
28,43.72
28,44.36
28,44.48
28,40.92
28,40.4
26,40.88
26,39.96
26,39.92
26,41.24
22,37.96
22,38.88
22,38.68
22,39.16
22,39.28
22,39.96
22,38.2
22,39.08
22,38.88
22,38.84
22,39.08
12,38.04
