best,mean
2112,2112.0
976,1665.6
976,1089.12
976,1076.4
976,1076.0
976,1074.0
976,1072.24
976,1070.88
976,1070.48
976,1066.24
976,1061.28
976,1066.16
976,1069.52
976,1060.16
976,1060.96
976,1060.72
976,1060.24
976,1063.76
976,1064.72
976,1061.76
976,1056.08
976,1059.68
968,1064.64
968,1064.08
968,1060.16
968,1060.88
968,1060.4
968,1062.8
968,1058.8
968,1064.32
968,1059.28
968,1062.72
968,1062.16
968,1059.52
968,1061.84
968,1060.32
968,1055.6
968,1054.8
968,1063.68
968,1057.44
968,1061.04
968,1059.12
968,1060.16
968,1054.08
968,1066.48
968,1059.44
968,1055.28
968,1061.6
968,1055.84
968,1057.36
968,1053.68
668,883.12
640,734.2
640,717.76
640,718.84
638,709.56
638,708.56
638,707.88
638,702.88
638,709.2
634,707.88
634,705.32
634,701.16
630,700.64
630,705.56
628,702.0
628,703.04
628,700.12
628,706.36
628,699.28
628,701.12
628,704.52
628,703.44
628,702.32
628,699.64
628,699.16
628,695.52
628,700.2
628,695.68
618,699.6
618,695.6
618,698.24
618,691.24
618,694.4
618,696.6
618,700.76
618,694.8
618,697.2
618,695.68
618,695.4
618,704.04
618,696.08
618,696.36
618,701.6
618,698.24
618,694.12
618,696.68
618,698.68
618,696.84
618,693.04
618,691.4
490,608.76
480,550.4
480,540.4
480,535.24
474,533.36
474,532.4
474,529.6
474,531.36
470,532.4
458,526.88
458,522.92
458,524.24
450,528.36
444,516.08
444,516.56
444,519.0
444,523.76
444,518.64
444,517.36
444,520.24
444,511.16
444,514.64
444,515.84
444,516.88
444,516.6
444,515.6
444,513.64
444,513.16
444,508.24
444,517.92
444,516.4
444,514.04
444,513.08
444,510.2
444,512.0
444,510.72
444,515.0
444,514.68
444,514.08
444,514.4
444,515.16
444,519.72
444,509.64
444,513.0
444,513.24
444,514.48
444,517.48
444,513.28
444,516.04
444,517.6
362,459.8
362,438.2
362,432.16
362,421.4
362,420.44
362,417.96
362,415.72
362,416.2
362,417.84
362,413.0
350,416.52
350,412.36
350,409.8
350,413.96
350,414.64
350,409.48
350,407.32
350,413.72
350,413.16
350,411.24
350,413.52
350,413.92
350,409.84
350,409.04
350,410.0
350,410.32
350,406.32
350,410.6
350,403.56
350,409.12
342,411.24
342,408.84
342,408.88
342,407.6
342,409.84
342,410.2
342,407.72
342,408.0
342,408.0
342,407.08
342,404.24
342,406.72
342,406.68
342,405.72
342,404.92
332,409.48
332,409.2
332,409.72
332,407.2
332,407.76
306,373.48
306,361.2
306,356.64
304,353.52
304,352.8
292,344.84
292,350.52
292,349.76
292,345.16
292,341.72
292,345.08
292,342.68
292,347.36
292,341.32
292,341.2
276,340.84
276,342.72
276,345.12
276,345.76
276,339.36
276,347.64
276,342.84
276,341.8
276,342.4
276,345.84
276,341.76
276,338.84
276,337.2
276,341.36
276,339.92
276,337.52
276,336.2
276,341.72
276,337.8
276,338.96
276,341.88
276,337.16
276,337.32
276,339.48
276,338.24
276,335.64
274,335.52
274,335.24
274,335.08
274,336.24
274,336.12
274,335.96
274,335.04
274,337.32
274,338.88
254,307.24
254,298.96
254,298.72
254,294.28
240,299.32
240,295.44
240,291.8
240,291.64
240,288.44
240,291.0
240,293.36
240,290.72
238,290.2
238,294.88
238,288.88
236,290.96
236,288.32
236,285.4
236,287.72
236,288.64
236,288.28
236,288.68
236,286.8
236,284.8
236,287.0
236,286.28
236,289.64
236,284.44
236,287.52
236,283.6
236,283.48
236,281.64
236,284.32
236,284.24
236,286.48
236,286.44
236,284.64
236,285.92
236,285.96
236,281.24
236,286.32
236,284.72
236,282.84
236,284.04
236,284.64
236,282.28
236,286.2
236,284.04
236,280.92
236,281.44
232,264.76
224,261.28
224,262.68
224,261.56
220,263.56
218,263.08
218,258.64
216,260.56
216,256.96
212,255.24
212,259.56
212,254.0
212,258.36
212,254.04
212,255.16
200,254.84
200,251.88
200,252.08
200,254.28
200,250.24
200,255.72
200,253.96
200,254.24
200,253.28
200,249.24
200,250.32
200,251.32
200,252.56
198,251.36
198,250.0
198,246.16
198,248.44
198,249.56
198,248.92
198,252.0
198,250.92
198,250.68
198,250.12
198,249.92
198,246.12
198,252.48
198,244.16
198,246.04
198,245.88
198,242.6
196,247.56
196,241.48
196,247.72
196,247.2
196,250.36
196,233.8
196,235.88
196,234.4
196,228.56
196,229.88
196,227.6
186,228.2
186,224.6
186,226.0
186,225.08
186,223.6
180,224.12
180,224.72
180,220.64
180,222.36
180,221.92
180,222.84
180,219.8
180,218.64
180,218.32
180,221.24
180,221.6
180,223.04
180,218.64
180,218.8
180,217.0
180,217.44
180,221.92
180,221.32
176,217.04
174,216.4
174,220.16
174,214.04
174,215.08
174,217.92
174,217.84
174,216.16
174,221.12
174,217.72
174,216.6
174,218.48
174,217.8
174,216.4
174,216.08
174,217.2
174,219.0
174,218.2
174,215.16
174,217.04
174,219.04
174,209.6
160,202.84
160,201.84
160,202.76
160,204.08
160,202.24
160,201.28
160,203.44
160,205.52
160,198.12
160,200.88
160,200.08
160,199.4
160,195.44
160,200.2
160,199.68
160,197.4
160,194.8
160,197.2
160,197.12
160,195.0
160,196.92
154,200.64
154,195.36
154,197.56
154,196.56
154,195.48
154,194.28
154,197.2
154,196.92
154,194.64
154,197.44
154,198.24
154,193.44
154,194.24
154,193.16
154,195.72
154,195.92
152,195.2
152,193.04
152,194.16
152,198.8
152,193.96
152,195.2
152,195.44
152,193.6
152,193.16
152,193.92
152,193.52
152,193.56
152,182.12
152,184.92
152,181.64
152,179.84
152,186.68
152,178.64
140,181.48
140,179.92
136,179.12
136,180.24
136,180.84
136,178.8
136,181.04
136,177.36
136,178.24
136,177.2
136,178.0
136,177.08
136,177.0
136,175.92
136,177.28
136,176.24
136,175.96
136,177.4
126,174.36
126,174.16
126,175.48
126,173.76
126,175.64
126,172.84
126,175.64
126,174.16
126,174.76
126,172.2
126,173.04
126,171.04
126,174.76
126,172.8
126,173.8
126,168.52
126,172.04
126,173.48
122,172.48
122,168.68
122,170.96
122,170.56
122,168.92
122,168.48
122,169.8
122,169.64
122,162.68
122,160.68
122,162.76
122,158.84
122,163.0
122,159.84
122,159.8
122,161.6
122,161.48
122,160.84
122,157.92
122,161.88
122,158.36
122,161.48
122,158.32
122,160.72
122,159.8
122,157.48
122,156.16
122,162.32
122,157.72
120,158.08
120,156.2
120,155.4
120,157.72
112,157.32
112,158.64
112,154.76
112,156.04
112,156.88
112,153.16
112,157.84
112,153.24
112,155.64
112,156.92
112,154.4
112,158.08
112,153.76
110,154.24
110,154.72
110,154.12
110,153.52
110,157.4
110,153.36
102,155.08
102,152.56
102,155.0
102,156.28
102,155.44
102,153.4
102,147.84
102,145.76
102,146.84
102,147.24
102,144.16
102,145.28
102,147.28
102,144.48
102,146.56
102,146.64
102,146.52
102,146.92
102,147.04
102,146.0
102,148.2
102,146.0
102,146.04
102,150.2
102,147.56
102,147.24
102,144.32
88,144.36
88,143.76
88,146.16
88,140.4
88,143.2
88,144.56
88,142.84
88,141.48
88,143.72
88,144.88
88,142.32
88,141.68
88,141.24
88,141.72
88,145.76
88,145.0
88,141.52
88,144.08
88,142.84
88,140.72
88,142.56
88,142.04
88,144.0
88,142.16
88,139.16
88,139.76
88,142.28
88,143.52
88,140.64
88,134.56
88,139.12
88,135.52
88,134.12
88,136.64
88,136.52
88,134.64
88,133.16
88,136.08
88,133.32
88,129.84
88,134.52
82,131.64
82,132.24
82,138.64
82,131.28
82,130.4
82,131.48
82,129.96
82,130.44
82,131.8
82,135.84
74,129.6
74,129.0
74,127.32
74,129.84
74,131.0
74,128.44
74,124.52
74,129.84
74,129.84
74,131.72
74,128.24
74,128.6
74,127.4
74,127.24
74,125.08
74,126.0
74,126.68
74,121.4
74,126.64
74,126.12
74,125.0
68,124.08
68,125.96
68,123.24
68,122.92
68,124.76
68,124.52
68,124.44
68,120.2
68,116.32
68,120.96
68,116.96
68,118.28
68,116.52
68,116.64
68,121.2
68,120.76
68,114.68
68,117.04
68,119.68
68,117.48
68,121.32
68,116.64
68,117.32
68,118.32
68,118.12
68,115.12
68,115.52
68,116.48
68,118.92
68,116.84
68,120.04
68,119.36
68,118.88
68,115.84
68,114.36
68,116.36
68,116.72
68,112.32
68,116.84
